Graduating Class,School ID,School Name,Type,Indicator,Value
2010,356111,Darien High School,Credit Attainment,% Enrolled in 16 Months,16.10%
2010,356111,Darien High School,Credit Attainment,% Earning 24 Credits,52.30%
2011,356111,Darien High School,Credit Attainment,% Enrolled in 16 Months,10.10%
2011,356111,Darien High School,Credit Attainment,% Earning 24 Credits,62.50%
2012,356111,Darien High School,Credit Attainment,% Enrolled in 16 Months,11.80%
2012,356111,Darien High School,Credit Attainment,% Earning 24 Credits,61.10%
2013,356111,Darien High School,Credit Attainment,% Enrolled in 16 Months,9.50%
2013,356111,Darien High School,Credit Attainment,% Earning 24 Credits,75.90%
2014,356111,Darien High School,Credit Attainment,% Enrolled in 16 Months,13.80%
2014,356111,Darien High School,Credit Attainment,% Earning 24 Credits,48.90%
2015,356111,Darien High School,Credit Attainment,% Enrolled in 16 Months,10.50%
2015,356111,Darien High School,Credit Attainment,% Earning 24 Credits,58.80%
2016,356111,Darien High School,Credit Attainment,% Enrolled in 16 Months,11.10%
2016,356111,Darien High School,Credit Attainment,% Earning 24 Credits,59.50%
2010,376111,Derby High School,Credit Attainment,% Enrolled in 16 Months,32.60%
2010,376111,Derby High School,Credit Attainment,% Earning 24 Credits,50.00%
2011,376111,Derby High School,Credit Attainment,% Enrolled in 16 Months,38.90%
2011,376111,Derby High School,Credit Attainment,% Earning 24 Credits,74.30%
2012,376111,Derby High School,Credit Attainment,% Enrolled in 16 Months,44.40%
2012,376111,Derby High School,Credit Attainment,% Earning 24 Credits,65.00%
2013,376111,Derby High School,Credit Attainment,% Enrolled in 16 Months,54.70%
2013,376111,Derby High School,Credit Attainment,% Earning 24 Credits,74.30%
2014,376111,Derby High School,Credit Attainment,% Enrolled in 16 Months,48.50%
2014,376111,Derby High School,Credit Attainment,% Earning 24 Credits,52.10%
2015,376111,Derby High School,Credit Attainment,% Enrolled in 16 Months,43.20%
2015,376111,Derby High School,Credit Attainment,% Earning 24 Credits,68.40%
2016,376111,Derby High School,Credit Attainment,% Enrolled in 16 Months,40.20%
2016,376111,Derby High School,Credit Attainment,% Earning 24 Credits,42.40%
2010,406111,East Granby High School,Credit Attainment,% Enrolled in 16 Months,41.30%
2010,406111,East Granby High School,Credit Attainment,% Earning 24 Credits,*
2011,406111,East Granby High School,Credit Attainment,% Enrolled in 16 Months,34.70%
2011,406111,East Granby High School,Credit Attainment,% Earning 24 Credits,*
2012,406111,East Granby High School,Credit Attainment,% Enrolled in 16 Months,40.00%
2012,406111,East Granby High School,Credit Attainment,% Earning 24 Credits,62.50%
2013,406111,East Granby High School,Credit Attainment,% Enrolled in 16 Months,30.90%
2013,406111,East Granby High School,Credit Attainment,% Earning 24 Credits,76.20%
2014,406111,East Granby High School,Credit Attainment,% Enrolled in 16 Months,53.30%
2014,406111,East Granby High School,Credit Attainment,% Earning 24 Credits,65.60%
2015,406111,East Granby High School,Credit Attainment,% Enrolled in 16 Months,38.70%
2015,406111,East Granby High School,Credit Attainment,% Earning 24 Credits,79.20%
2016,406111,East Granby High School,Credit Attainment,% Enrolled in 16 Months,46.50%
2016,406111,East Granby High School,Credit Attainment,% Earning 24 Credits,66.70%
2010,416111,Nathan Hale-Ray High School,Credit Attainment,% Enrolled in 16 Months,53.80%
2010,416111,Nathan Hale-Ray High School,Credit Attainment,% Earning 24 Credits,68.40%
2011,416111,Nathan Hale-Ray High School,Credit Attainment,% Enrolled in 16 Months,41.40%
2011,416111,Nathan Hale-Ray High School,Credit Attainment,% Earning 24 Credits,88.90%
2012,416111,Nathan Hale-Ray High School,Credit Attainment,% Enrolled in 16 Months,52.20%
2012,416111,Nathan Hale-Ray High School,Credit Attainment,% Earning 24 Credits,79.20%
2013,416111,Nathan Hale-Ray High School,Credit Attainment,% Enrolled in 16 Months,45.30%
2013,416111,Nathan Hale-Ray High School,Credit Attainment,% Earning 24 Credits,74.40%
2014,416111,Nathan Hale-Ray High School,Credit Attainment,% Enrolled in 16 Months,48.50%
2014,416111,Nathan Hale-Ray High School,Credit Attainment,% Earning 24 Credits,74.50%
2015,416111,Nathan Hale-Ray High School,Credit Attainment,% Enrolled in 16 Months,51.00%
2015,416111,Nathan Hale-Ray High School,Credit Attainment,% Earning 24 Credits,68.60%
2016,416111,Nathan Hale-Ray High School,Credit Attainment,% Enrolled in 16 Months,39.20%
2016,416111,Nathan Hale-Ray High School,Credit Attainment,% Earning 24 Credits,67.70%
2010,426111,East Hampton High School,Credit Attainment,% Enrolled in 16 Months,45.00%
2010,426111,East Hampton High School,Credit Attainment,% Earning 24 Credits,66.70%
2011,426111,East Hampton High School,Credit Attainment,% Enrolled in 16 Months,54.30%
2011,426111,East Hampton High School,Credit Attainment,% Earning 24 Credits,68.60%
2012,426111,East Hampton High School,Credit Attainment,% Enrolled in 16 Months,49.70%
2012,426111,East Hampton High School,Credit Attainment,% Earning 24 Credits,76.30%
2013,426111,East Hampton High School,Credit Attainment,% Enrolled in 16 Months,57.90%
2013,426111,East Hampton High School,Credit Attainment,% Earning 24 Credits,80.80%
2014,426111,East Hampton High School,Credit Attainment,% Enrolled in 16 Months,55.60%
2014,426111,East Hampton High School,Credit Attainment,% Earning 24 Credits,83.10%
2015,426111,East Hampton High School,Credit Attainment,% Enrolled in 16 Months,47.90%
2015,426111,East Hampton High School,Credit Attainment,% Earning 24 Credits,68.40%
2016,426111,East Hampton High School,Credit Attainment,% Enrolled in 16 Months,42.10%
2016,426111,East Hampton High School,Credit Attainment,% Earning 24 Credits,72.10%
2010,436211,East Hartford High School,Credit Attainment,% Enrolled in 16 Months,48.80%
2010,436211,East Hartford High School,Credit Attainment,% Earning 24 Credits,55.30%
2011,436211,East Hartford High School,Credit Attainment,% Enrolled in 16 Months,53.60%
2011,436211,East Hartford High School,Credit Attainment,% Earning 24 Credits,55.20%
2012,436211,East Hartford High School,Credit Attainment,% Enrolled in 16 Months,55.00%
2012,436211,East Hartford High School,Credit Attainment,% Earning 24 Credits,54.30%
2013,436211,East Hartford High School,Credit Attainment,% Enrolled in 16 Months,50.30%
2013,436211,East Hartford High School,Credit Attainment,% Earning 24 Credits,51.50%
2014,436211,East Hartford High School,Credit Attainment,% Enrolled in 16 Months,50.00%
2014,436211,East Hartford High School,Credit Attainment,% Earning 24 Credits,54.60%
2015,436211,East Hartford High School,Credit Attainment,% Enrolled in 16 Months,54.20%
2015,436211,East Hartford High School,Credit Attainment,% Earning 24 Credits,54.00%
2016,436211,East Hartford High School,Credit Attainment,% Enrolled in 16 Months,46.70%
2016,436211,East Hartford High School,Credit Attainment,% Earning 24 Credits,48.60%
2010,436311,Connecticut IB Academy,Credit Attainment,% Enrolled in 16 Months,21.40%
2010,436311,Connecticut IB Academy,Credit Attainment,% Earning 24 Credits,*
2011,436311,Connecticut IB Academy,Credit Attainment,% Enrolled in 16 Months,30.30%
2011,436311,Connecticut IB Academy,Credit Attainment,% Earning 24 Credits,*
2012,436311,Connecticut IB Academy,Credit Attainment,% Enrolled in 16 Months,40.00%
2012,436311,Connecticut IB Academy,Credit Attainment,% Earning 24 Credits,*
2013,436311,Connecticut IB Academy,Credit Attainment,% Enrolled in 16 Months,54.10%
2013,436311,Connecticut IB Academy,Credit Attainment,% Earning 24 Credits,85.00%
2014,436311,Connecticut IB Academy,Credit Attainment,% Enrolled in 16 Months,53.30%
2014,436311,Connecticut IB Academy,Credit Attainment,% Earning 24 Credits,83.30%
2015,436311,Connecticut IB Academy,Credit Attainment,% Enrolled in 16 Months,51.20%
2015,436311,Connecticut IB Academy,Credit Attainment,% Earning 24 Credits,100.00%
2016,436311,Connecticut IB Academy,Credit Attainment,% Enrolled in 16 Months,65.90%
2016,436311,Connecticut IB Academy,Credit Attainment,% Earning 24 Credits,82.80%
2010,436411,Synergy Alternative Program,Credit Attainment,% Enrolled in 16 Months,*
2010,436411,Synergy Alternative Program,Credit Attainment,% Earning 24 Credits,*
2011,436411,Synergy Alternative Program,Credit Attainment,% Enrolled in 16 Months,*
2011,436411,Synergy Alternative Program,Credit Attainment,% Earning 24 Credits,*
2012,436411,Synergy Alternative Program,Credit Attainment,% Enrolled in 16 Months,*
2012,436411,Synergy Alternative Program,Credit Attainment,% Earning 24 Credits,*
2013,436411,Synergy Alternative Program,Credit Attainment,% Enrolled in 16 Months,16.30%
2013,436411,Synergy Alternative Program,Credit Attainment,% Earning 24 Credits,*
2014,436411,Synergy Alternative Program,Credit Attainment,% Enrolled in 16 Months,15.10%
2014,436411,Synergy Alternative Program,Credit Attainment,% Earning 24 Credits,*
2015,436411,Synergy Alternative Program,Credit Attainment,% Enrolled in 16 Months,15.90%
2015,436411,Synergy Alternative Program,Credit Attainment,% Earning 24 Credits,*
2016,436411,Synergy Alternative Program,Credit Attainment,% Enrolled in 16 Months,15.80%
2016,436411,Synergy Alternative Program,Credit Attainment,% Earning 24 Credits,*
2010,446111,East Haven High School,Credit Attainment,% Enrolled in 16 Months,33.30%
2010,446111,East Haven High School,Credit Attainment,% Earning 24 Credits,66.20%
2011,446111,East Haven High School,Credit Attainment,% Enrolled in 16 Months,47.50%
2011,446111,East Haven High School,Credit Attainment,% Earning 24 Credits,65.60%
2012,446111,East Haven High School,Credit Attainment,% Enrolled in 16 Months,56.80%
2012,446111,East Haven High School,Credit Attainment,% Earning 24 Credits,62.50%
2013,446111,East Haven High School,Credit Attainment,% Enrolled in 16 Months,45.30%
2013,446111,East Haven High School,Credit Attainment,% Earning 24 Credits,67.80%
2014,446111,East Haven High School,Credit Attainment,% Enrolled in 16 Months,44.70%
2014,446111,East Haven High School,Credit Attainment,% Earning 24 Credits,62.20%
2015,446111,East Haven High School,Credit Attainment,% Enrolled in 16 Months,42.90%
2015,446111,East Haven High School,Credit Attainment,% Earning 24 Credits,59.00%
2016,446111,East Haven High School,Credit Attainment,% Enrolled in 16 Months,50.00%
2016,446111,East Haven High School,Credit Attainment,% Earning 24 Credits,62.20%
2010,456111,East Lyme High School,Credit Attainment,% Enrolled in 16 Months,38.20%
2010,456111,East Lyme High School,Credit Attainment,% Earning 24 Credits,60.90%
2011,456111,East Lyme High School,Credit Attainment,% Enrolled in 16 Months,44.80%
2011,456111,East Lyme High School,Credit Attainment,% Earning 24 Credits,70.60%
2012,456111,East Lyme High School,Credit Attainment,% Enrolled in 16 Months,39.50%
2012,456111,East Lyme High School,Credit Attainment,% Earning 24 Credits,66.40%
2013,456111,East Lyme High School,Credit Attainment,% Enrolled in 16 Months,39.40%
2013,456111,East Lyme High School,Credit Attainment,% Earning 24 Credits,75.20%
2014,456111,East Lyme High School,Credit Attainment,% Enrolled in 16 Months,43.20%
2014,456111,East Lyme High School,Credit Attainment,% Earning 24 Credits,74.10%
2015,456111,East Lyme High School,Credit Attainment,% Enrolled in 16 Months,48.30%
2015,456111,East Lyme High School,Credit Attainment,% Earning 24 Credits,73.80%
2016,456111,East Lyme High School,Credit Attainment,% Enrolled in 16 Months,36.30%
2016,456111,East Lyme High School,Credit Attainment,% Earning 24 Credits,77.00%
2010,476111,East Windsor High School,Credit Attainment,% Enrolled in 16 Months,51.50%
2010,476111,East Windsor High School,Credit Attainment,% Earning 24 Credits,62.70%
2011,476111,East Windsor High School,Credit Attainment,% Enrolled in 16 Months,46.30%
2011,476111,East Windsor High School,Credit Attainment,% Earning 24 Credits,83.80%
2012,476111,East Windsor High School,Credit Attainment,% Enrolled in 16 Months,46.90%
2012,476111,East Windsor High School,Credit Attainment,% Earning 24 Credits,52.60%
2013,476111,East Windsor High School,Credit Attainment,% Enrolled in 16 Months,28.00%
2013,476111,East Windsor High School,Credit Attainment,% Earning 24 Credits,73.90%
2014,476111,East Windsor High School,Credit Attainment,% Enrolled in 16 Months,45.50%
2014,476111,East Windsor High School,Credit Attainment,% Earning 24 Credits,60.90%
2015,476111,East Windsor High School,Credit Attainment,% Enrolled in 16 Months,40.70%
2015,476111,East Windsor High School,Credit Attainment,% Earning 24 Credits,72.70%
2016,476111,East Windsor High School,Credit Attainment,% Enrolled in 16 Months,33.80%
2016,476111,East Windsor High School,Credit Attainment,% Earning 24 Credits,62.50%
2010,486111,Ellington High School,Credit Attainment,% Enrolled in 16 Months,57.40%
2010,486111,Ellington High School,Credit Attainment,% Earning 24 Credits,79.00%
2011,486111,Ellington High School,Credit Attainment,% Enrolled in 16 Months,51.50%
2011,486111,Ellington High School,Credit Attainment,% Earning 24 Credits,71.60%
2012,486111,Ellington High School,Credit Attainment,% Enrolled in 16 Months,49.50%
2012,486111,Ellington High School,Credit Attainment,% Earning 24 Credits,76.10%
2013,486111,Ellington High School,Credit Attainment,% Enrolled in 16 Months,56.80%
2013,486111,Ellington High School,Credit Attainment,% Earning 24 Credits,79.80%
2014,486111,Ellington High School,Credit Attainment,% Enrolled in 16 Months,52.60%
2014,486111,Ellington High School,Credit Attainment,% Earning 24 Credits,70.30%
2015,486111,Ellington High School,Credit Attainment,% Enrolled in 16 Months,52.70%
2015,486111,Ellington High School,Credit Attainment,% Earning 24 Credits,77.60%
2016,486111,Ellington High School,Credit Attainment,% Enrolled in 16 Months,51.10%
2016,486111,Ellington High School,Credit Attainment,% Earning 24 Credits,69.60%
2010,496111,Enfield High School,Credit Attainment,% Enrolled in 16 Months,48.50%
2010,496111,Enfield High School,Credit Attainment,% Earning 24 Credits,59.40%
2011,496111,Enfield High School,Credit Attainment,% Enrolled in 16 Months,48.70%
2011,496111,Enfield High School,Credit Attainment,% Earning 24 Credits,73.20%
2012,496111,Enfield High School,Credit Attainment,% Enrolled in 16 Months,43.80%
2012,496111,Enfield High School,Credit Attainment,% Earning 24 Credits,71.40%
2013,496111,Enfield High School,Credit Attainment,% Enrolled in 16 Months,48.00%
2013,496111,Enfield High School,Credit Attainment,% Earning 24 Credits,60.30%
2014,496111,Enfield High School,Credit Attainment,% Enrolled in 16 Months,48.50%
2014,496111,Enfield High School,Credit Attainment,% Earning 24 Credits,60.80%
2015,496111,Enfield High School,Credit Attainment,% Enrolled in 16 Months,42.60%
2015,496111,Enfield High School,Credit Attainment,% Earning 24 Credits,73.30%
2016,496111,Enfield High School,Credit Attainment,% Enrolled in 16 Months,47.10%
2016,496111,Enfield High School,Credit Attainment,% Earning 24 Credits,55.00%
2010,496211,Enrico Fermi High School,Credit Attainment,% Enrolled in 16 Months,51.20%
2010,496211,Enrico Fermi High School,Credit Attainment,% Earning 24 Credits,62.50%
2011,496211,Enrico Fermi High School,Credit Attainment,% Enrolled in 16 Months,49.80%
2011,496211,Enrico Fermi High School,Credit Attainment,% Earning 24 Credits,62.50%
2012,496211,Enrico Fermi High School,Credit Attainment,% Enrolled in 16 Months,47.10%
2012,496211,Enrico Fermi High School,Credit Attainment,% Earning 24 Credits,74.40%
2013,496211,Enrico Fermi High School,Credit Attainment,% Enrolled in 16 Months,43.90%
2013,496211,Enrico Fermi High School,Credit Attainment,% Earning 24 Credits,65.70%
2014,496211,Enrico Fermi High School,Credit Attainment,% Enrolled in 16 Months,45.80%
2014,496211,Enrico Fermi High School,Credit Attainment,% Earning 24 Credits,65.30%
2015,496211,Enrico Fermi High School,Credit Attainment,% Enrolled in 16 Months,50.70%
2015,496211,Enrico Fermi High School,Credit Attainment,% Earning 24 Credits,60.40%
2016,496211,Enrico Fermi High School,Credit Attainment,% Enrolled in 16 Months,45.50%
2016,496211,Enrico Fermi High School,Credit Attainment,% Earning 24 Credits,72.20%
2010,516011,Fairfield Ludlowe High School,Credit Attainment,% Enrolled in 16 Months,23.10%
